GenerationFileの情報,エージェントID,発生時刻1,発生時刻2,到着時刻1,到着時刻2,移動時間1,移動時間2
TIMEEVERY SEAT_1F_CL06 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00189,18:00:00,0,18:03:44,224,00:03:44,224
TIMEEVERY SEAT_1F_RR22 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00866,18:00:00,0,18:03:44,224,00:03:44,224
TIMEEVERY SEAT_1F_CR16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00602,18:00:00,0,18:03:44,224,00:03:44,224
TIMEEVERY SEAT_1F_LR13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00465,18:00:00,0,18:03:45,225,00:03:45,225
TIMEEVERY SEAT_1F_CL15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00551,18:00:00,0,18:03:45,225,00:03:45,225
TIMEEVERY SEAT_1F_CR14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00523,18:00:00,0,18:03:45,225,00:03:45,225
TIMEEVERY SEAT_1F_LR10 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00346,18:00:00,0,18:03:46,226,00:03:46,226
TIMEEVERY SEAT_1F_RR20 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00782,18:00:00,0,18:03:46,226,00:03:46,226
TIMEEVERY SEAT_1F_RR14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00535,18:00:00,0,18:03:46,226,00:03:46,226
TIMEEVERY SEAT_1F_RR08 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00296,18:00:00,0,18:03:47,227,00:03:47,227
TIMEEVERY SEAT_1F_CL14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00515,18:00:00,0,18:03:47,227,00:03:47,227
TIMEEVERY SEAT_1F_CL06 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00194,18:00:00,0,18:03:48,228,00:03:48,228
TIMEEVERY SEAT_1F_LR13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00463,18:00:00,0,18:03:48,228,00:03:48,228
TIMEEVERY SEAT_1F_CR13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00487,18:00:00,0,18:03:48,228,00:03:48,228
TIMEEVERY SEAT_1F_CR19 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00726,18:00:00,0,18:03:48,228,00:03:48,228
TIMEEVERY SEAT_1F_CL07 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00232,18:00:00,0,18:03:49,229,00:03:49,229
TIMEEVERY SEAT_1F_RR20 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00786,18:00:00,0,18:03:49,229,00:03:49,229
TIMEEVERY SEAT_1F_CL17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00636,18:00:00,0,18:03:50,230,00:03:50,230
TIMEEVERY SEAT_1F_CL09 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00308,18:00:00,0,18:03:50,230,00:03:50,230
TIMEEVERY SEAT_1F_CR15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00567,18:00:00,0,18:03:50,230,00:03:50,230
TIMEEVERY SEAT_1F_RL19 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00739,18:00:00,0,18:03:50,230,00:03:50,230
TIMEEVERY SEAT_1F_CR16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00603,18:00:00,0,18:03:51,231,00:03:51,231
TIMEEVERY SEAT_1F_LL04 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00105,18:00:00,0,18:03:51,231,00:03:51,231
TIMEEVERY SEAT_1F_CL06 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00193,18:00:00,0,18:03:52,232,00:03:52,232
TIMEEVERY SEAT_1F_CL13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00471,18:00:00,0,18:03:52,232,00:03:52,232
TIMEEVERY SEAT_1F_RR08 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00297,18:00:00,0,18:03:52,232,00:03:52,232
TIMEEVERY SEAT_1F_CR16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00601,18:00:00,0,18:03:53,233,00:03:53,233
TIMEEVERY SEAT_1F_RR08 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00295,18:00:00,0,18:03:53,233,00:03:53,233
TIMEEVERY SEAT_1F_LR16 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00586,18:00:00,0,18:03:53,233,00:03:53,233
TIMEEVERY SEAT_1F_LR13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00464,18:00:00,0,18:03:54,234,00:03:54,234
TIMEEVERY SEAT_1F_RR21 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00824,18:00:00,0,18:03:54,234,00:03:54,234
TIMEEVERY SEAT_1F_LR09 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00306,18:00:00,0,18:03:54,234,00:03:54,234
TIMEEVERY SEAT_1F_CR17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00645,18:00:00,0,18:03:55,235,00:03:55,235
TIMEEVERY SEAT_1F_CL08 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00270,18:00:00,0,18:03:55,235,00:03:55,235
TIMEEVERY SEAT_1F_RL14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00532,18:00:00,0,18:03:55,235,00:03:55,235
TIMEEVERY SEAT_1F_LR13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00466,18:00:00,0,18:03:56,236,00:03:56,236
TIMEEVERY SEAT_1F_LL12 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00418,18:00:00,0,18:03:56,236,00:03:56,236
TIMEEVERY SEAT_1F_RR21 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00827,18:00:00,0,18:03:56,236,00:03:56,236
TIMEEVERY SEAT_1F_LL18 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00667,18:00:00,0,18:03:57,237,00:03:57,237
TIMEEVERY SEAT_1F_CR18 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00685,18:00:00,0,18:03:57,237,00:03:57,237
TIMEEVERY SEAT_1F_RR09 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00337,18:00:00,0,18:03:57,237,00:03:57,237
TIMEEVERY SEAT_1F_LR10 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00345,18:00:00,0,18:03:58,238,00:03:58,238
TIMEEVERY SEAT_1F_RL14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00529,18:00:00,0,18:03:58,238,00:03:58,238
TIMEEVERY SEAT_1F_CL13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00468,18:00:00,0,18:03:59,239,00:03:59,239
TIMEEVERY SEAT_1F_RL13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00488,18:00:00,0,18:03:59,239,00:03:59,239
TIMEEVERY SEAT_1F_LL03 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00066,18:00:00,0,18:03:59,239,00:03:59,239
TIMEEVERY SEAT_1F_RL19 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00735,18:00:00,0,18:03:59,239,00:03:59,239
TIMEEVERY SEAT_1F_CL14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00517,18:00:00,0,18:04:00,240,00:04:00,240
TIMEEVERY SEAT_1F_RL19 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00736,18:00:00,0,18:04:00,240,00:04:00,240
TIMEEVERY SEAT_1F_LL18 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00665,18:00:00,0,18:04:01,241,00:04:01,241
TIMEEVERY SEAT_1F_CR17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00646,18:00:00,0,18:04:01,241,00:04:01,241
TIMEEVERY SEAT_1F_LR04 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00108,18:00:00,0,18:04:01,241,00:04:01,241
TIMEEVERY SEAT_1F_RR04 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00137,18:00:00,0,18:04:01,241,00:04:01,241
TIMEEVERY SEAT_1F_CL17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00637,18:00:00,0,18:04:02,242,00:04:02,242
TIMEEVERY SEAT_1F_CR17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00641,18:00:00,0,18:04:02,242,00:04:02,242
TIMEEVERY SEAT_1F_CL07 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00233,18:00:00,0,18:04:03,243,00:04:03,243
TIMEEVERY SEAT_1F_CR16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00607,18:00:00,0,18:04:03,243,00:04:03,243
TIMEEVERY SEAT_1F_CL16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00595,18:00:00,0,18:04:03,243,00:04:03,243
TIMEEVERY SEAT_1F_RL14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00530,18:00:00,0,18:04:03,243,00:04:03,243
TIMEEVERY SEAT_1F_RR07 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00257,18:00:00,0,18:04:04,244,00:04:04,244
TIMEEVERY SEAT_1F_CL08 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00272,18:00:00,0,18:04:04,244,00:04:04,244
TIMEEVERY SEAT_1F_CL07 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00231,18:00:00,0,18:04:05,245,00:04:05,245
TIMEEVERY SEAT_1F_RR06 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00216,18:00:00,0,18:04:05,245,00:04:05,245
TIMEEVERY SEAT_1F_LL19 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00708,18:00:00,0,18:04:05,245,00:04:05,245
TIMEEVERY SEAT_1F_CR18 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00686,18:00:00,0,18:04:06,246,00:04:06,246
TIMEEVERY SEAT_1F_LR09 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00304,18:00:00,0,18:04:06,246,00:04:06,246
TIMEEVERY SEAT_1F_CR15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00560,18:00:00,0,18:04:06,246,00:04:06,246
TIMEEVERY SEAT_1F_CL06 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00191,18:00:00,0,18:04:07,247,00:04:07,247
TIMEEVERY SEAT_1F_RL13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00490,18:00:00,0,18:04:07,247,00:04:07,247
TIMEEVERY SEAT_1F_CL14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00508,18:00:00,0,18:04:07,247,00:04:07,247
TIMEEVERY SEAT_1F_CR13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00486,18:00:00,0,18:04:08,248,00:04:08,248
TIMEEVERY SEAT_1F_RR22 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00867,18:00:00,0,18:04:08,248,00:04:08,248
TIMEEVERY SEAT_1F_LR17 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00628,18:00:00,0,18:04:08,248,00:04:08,248
TIMEEVERY SEAT_1F_CL13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00474,18:00:00,0,18:04:09,249,00:04:09,249
TIMEEVERY SEAT_1F_RR07 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00253,18:00:00,0,18:04:09,249,00:04:09,249
TIMEEVERY SEAT_1F_RL07 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00250,18:00:00,0,18:04:10,250,00:04:10,250
TIMEEVERY SEAT_1F_CR17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00649,18:00:00,0,18:04:10,250,00:04:10,250
TIMEEVERY SEAT_1F_CL08 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00271,18:00:00,0,18:04:10,250,00:04:10,250
TIMEEVERY SEAT_1F_CL09 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00309,18:00:00,0,18:04:10,250,00:04:10,250
TIMEEVERY SEAT_1F_CL13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00469,18:00:00,0,18:04:11,251,00:04:11,251
TIMEEVERY SEAT_1F_RR21 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00828,18:00:00,0,18:04:11,251,00:04:11,251
TIMEEVERY SEAT_1F_RL06 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00210,18:00:00,0,18:04:12,252,00:04:12,252
TIMEEVERY SEAT_1F_RL08 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00291,18:00:00,0,18:04:12,252,00:04:12,252
TIMEEVERY SEAT_1F_CL16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00589,18:00:00,0,18:04:12,252,00:04:12,252
TIMEEVERY SEAT_1F_LR09 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00307,18:00:00,0,18:04:12,252,00:04:12,252
TIMEEVERY SEAT_1F_RR20 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00787,18:00:00,0,18:04:13,253,00:04:13,253
TIMEEVERY SEAT_1F_CL14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00512,18:00:00,0,18:04:13,253,00:04:13,253
TIMEEVERY SEAT_1F_LR05 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00148,18:00:00,0,18:04:14,254,00:04:14,254
TIMEEVERY SEAT_1F_RL13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00489,18:00:00,0,18:04:14,254,00:04:14,254
TIMEEVERY SEAT_1F_LR18 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00672,18:00:00,0,18:04:14,254,00:04:14,254
TIMEEVERY SEAT_1F_CR16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00606,18:00:00,0,18:04:14,254,00:04:14,254
TIMEEVERY SEAT_1F_LL11 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00382,18:00:00,0,18:04:15,255,00:04:15,255
TIMEEVERY SEAT_1F_RL19 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00738,18:00:00,0,18:04:15,255,00:04:15,255
TIMEEVERY SEAT_1F_LL11 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00381,18:00:00,0,18:04:16,256,00:04:16,256
TIMEEVERY SEAT_1F_CL13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00475,18:00:00,0,18:04:16,256,00:04:16,256
TIMEEVERY SEAT_1F_CR13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00485,18:00:00,0,18:04:16,256,00:04:16,256
TIMEEVERY SEAT_1F_RL07 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00251,18:00:00,0,18:04:17,257,00:04:17,257
TIMEEVERY SEAT_1F_CL19 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00717,18:00:00,0,18:04:17,257,00:04:17,257
TIMEEVERY SEAT_1F_RL19 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00737,18:00:00,0,18:04:17,257,00:04:17,257
TIMEEVERY SEAT_1F_CL06 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00195,18:00:00,0,18:04:18,258,00:04:18,258
TIMEEVERY SEAT_1F_CL07 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00230,18:00:00,0,18:04:18,258,00:04:18,258
TIMEEVERY SEAT_1F_CR14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00519,18:00:00,0,18:04:18,258,00:04:18,258
TIMEEVERY SEAT_1F_RL07 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00252,18:00:00,0,18:04:19,259,00:04:19,259
TIMEEVERY SEAT_1F_CL18 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00677,18:00:00,0,18:04:19,259,00:04:19,259
TIMEEVERY SEAT_1F_CR16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00599,18:00:00,0,18:04:19,259,00:04:19,259
TIMEEVERY SEAT_1F_LR17 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00630,18:00:00,0,18:04:20,260,00:04:20,260
TIMEEVERY SEAT_1F_CR19 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00733,18:00:00,0,18:04:20,260,00:04:20,260
TIMEEVERY SEAT_1F_CR17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00650,18:00:00,0,18:04:21,261,00:04:21,261
TIMEEVERY SEAT_1F_LL03 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00067,18:00:00,0,18:04:21,261,00:04:21,261
TIMEEVERY SEAT_1F_LL21 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00788,18:00:00,0,18:04:21,261,00:04:21,261
TIMEEVERY SEAT_1F_RL14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00531,18:00:00,0,18:04:21,261,00:04:21,261
TIMEEVERY SEAT_1F_LR10 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00343,18:00:00,0,18:04:22,262,00:04:22,262
TIMEEVERY SEAT_1F_RL14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00528,18:00:00,0,18:04:22,262,00:04:22,262
TIMEEVERY SEAT_1F_RR05 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00174,18:00:00,0,18:04:23,263,00:04:23,263
TIMEEVERY SEAT_1F_CL07 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00229,18:00:00,0,18:04:23,263,00:04:23,263
TIMEEVERY SEAT_1F_CL16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00598,18:00:00,0,18:04:23,263,00:04:23,263
TIMEEVERY SEAT_1F_RR20 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00784,18:00:00,0,18:04:23,263,00:04:23,263
TIMEEVERY SEAT_1F_CR16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00600,18:00:00,0,18:04:24,264,00:04:24,264
TIMEEVERY SEAT_1F_LL20 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00747,18:00:00,0,18:04:24,264,00:04:24,264
TIMEEVERY SEAT_1F_CL06 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00188,18:00:00,0,18:04:25,265,00:04:25,265
TIMEEVERY SEAT_1F_LL12 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00420,18:00:00,0,18:04:25,265,00:04:25,265
